fe_idx	fe_device_idx	fe_user_idx	fe_event_type	fe_event_value	fe_raw_data	fe_analysis_result	fe_timestamp
23192	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.7498636771292695,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":7.7498636771292695,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:52
23193	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.4300341264982706,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.4300341264982706,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:52
23194	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.081120683376696,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.081120683376696,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:53
23195	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.3223334108757,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.3223334108757,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:08:53
23196	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.71953906915283,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":7.71953906915283,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:00
23197	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.455052366244416,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.455052366244416,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:00
23198	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.135694050836094,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.135694050836094,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:01
23199	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.360573069911425,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.360573069911425,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:01
23200	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.75068461608862,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":7.75068461608862,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:08
23201	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.466873986042913,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.466873986042913,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:08
23202	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.108223435109494,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.108223435109494,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:09
23203	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.365243744250222,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.365243744250222,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:09
23204	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.113972040858641,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.113972040858641,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:17
23205	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.358805218518285,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.358805218518285,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:17
23206	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.740985828620893,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":7.740985828620893,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:18
23207	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.4363437666956145,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.4363437666956145,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:18
23208	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.759042890500552,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":7.759042890500552,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:24
23209	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.425582761557905,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.425582761557905,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:24
23210	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.100222579952913,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.100222579952913,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:24
23211	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.32920113514939,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.32920113514939,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:24
23212	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":7.856260598063017,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":7.856260598063017,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:32
23213	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.100389168731198,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.100389168731198,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:32
23214	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.357994750092786,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.357994750092786,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:32
23215	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.655336127139094,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.655336127139094,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:37
23216	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":8.243391615343114,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":8.243391615343114,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:40
23217	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.095178461383284,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.095178461383284,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:40
23218	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.369161631087934,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.369161631087934,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:40
23219	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.669015431139343,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.669015431139343,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:42
23220	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":8.235875946992422,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":8.235875946992422,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:47
23221	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.273177712225959,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.273177712225959,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:48
23222	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.368527201185003,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.368527201185003,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:48
23223	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.713861178099876,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.713861178099876,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:50
23224	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":8.252389953107752,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":8.252389953107752,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:54
23225	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.677931333837648,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.677931333837648,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:56
23226	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.515864424678796,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.515864424678796,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:58
23227	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.353955455381424,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.353955455381424,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:09:58
23228	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":8.238726564063114,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":8.238726564063114,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:03
23229	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.683937112347849,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.683937112347849,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:04
23230	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.523983759206033,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.523983759206033,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:04
23231	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.3694420364334405,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.3694420364334405,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:04
23232	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":8.23119824600522,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":8.23119824600522,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:11
23233	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.683068465960872,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.683068465960872,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:12
23234	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.520066876782863,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.520066876782863,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:14
23235	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.372873250299193,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.372873250299193,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:14
23236	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":8.251529325255063,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":8.251529325255063,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:19
23237	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.676528940472139,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.676528940472139,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:20
23238	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.52630761972543,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.52630761972543,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:21
23239	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.304003501524164,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.304003501524164,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:21
23240	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":8.259724350257386,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":8.259724350257386,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:27
23241	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.66581412051363,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.66581412051363,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:27
23242	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.527143809244365,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.527143809244365,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:29
23243	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.329192742536748,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.329192742536748,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:29
23244	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.693010588014829,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.693010588014829,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:36
23245	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":8.28128837804897,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":8.28128837804897,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:36
23246	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.550218474640872,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.550218474640872,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:37
23247	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.338559310818312,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.338559310818312,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:37
23248	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.702443058037716,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.702443058037716,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:44
23249	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":8.245676190654336,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":8.245676190654336,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:44
23250	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.527303864446793,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.527303864446793,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:45
23251	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.354906328296835,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.354906328296835,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:45
23252	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":9.555923273766979,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":9.555923273766979,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:53
23253	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.35432752519813,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.35432752519813,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:53
23254	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.6751465927900995,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.6751465927900995,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:54
23255	2	\N	acceleration	0.00801741	{"foot_type":"right","label":"waiting","speed":0.008017409170140658,"tilt":8.445047372953155,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0.008017409170140658,"tilt":8.445047372953155,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:10:54
23256	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.351042913594625,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":6.351042913594625,"confidence":1,"probabilities":[0,0,0]}	2026-01-06 09:11:00
